SID,Nombre,Latitud,Longitud,Elevacion,geometry
92,Cuncumén Junta Choapa,-31.8167,-70.6,1830.0,POINT (-70.59999999999999 -31.8167)
93,Río Choapa en Salamanca,-31.8117,-70.9303,563.0,POINT (-70.9303 -31.8117)
94,Río Chalinga en la Palmilla,-31.6958,-70.7158,1493.0,POINT (-70.7158 -31.6958)
100,Estero Pupio en el Romero,-31.9481,-71.0747,651.0,POINT (-71.07470000000001 -31.9481)
98,Río Illapel en el Peral,-31.6647,-71.2547,240.0,POINT (-71.2547 -31.6647)
1142,Quebrada Seca,-30.49613,-71.49051,181.0,POINT (-71.49051 -30.49613)
23,Río Siloli antes B.t. Fcab,-22.0103,-68.0269,4339.0,POINT (-68.0269 -22.0103)
414,Magdalena Giglio 2,-53.1397,-71.0561,420.0,POINT (-71.0561 -53.1397)
777,Renaico,-37.726111111,-72.60472222199999,90.0,POINT (-72.60472222199999 -37.726111111)
651,Chocalan,-33.725555555999996,-71.209722222,157.0,POINT (-71.209722222 -33.725555556)
742,Tierras Nobles,-37.441944444,-72.617777778,97.0,POINT (-72.617777778 -37.441944444)
877,Parral Norte ,-36.230277778,-71.732222222,210.0,POINT (-71.732222222 -36.230277778)
835,Jotabeche,-27.588611111,-70.244722222,601.0,POINT (-70.24472222199999 -27.588611111)
591,Limache,-32.994444444,-71.260666667,95.0,POINT (-71.260666667 -32.994444444)
772,Nueva Imperial ,-38.761388889,-72.8775,45.0,POINT (-72.8775 -38.761388889)
731,Lebu,-37.682541,-73.522166833,194.0,POINT (-73.522166833 -37.682541)
862,Morza Norte Ex Peteroa ,-34.835,-71.024166667,310.0,POINT (-71.024166667 -34.835)
751,Calama Rural,-22.471029833000003,-68.94298,2244.0,POINT (-68.94298000000001 -22.471029833)
817,Colonia JF Lluta Bajo,-18.413709833,-70.206109833,227.0,POINT (-70.206109833 -18.413709833)
757,Socaire,-23.590585833000002,-67.890062833,3272.0,POINT (-67.890062833 -23.590585833)
836,Hornitos,-27.728888889,-70.196666667,774.0,POINT (-70.196666667 -27.728888889)
560,Osorno,-40.533333333,-73.0725,76.0,POINT (-73.07250000000001 -40.533333333)
768,Cunco,-39.006666667,-72.251388889,236.0,POINT (-72.251388889 -39.006666667)
753,Caspana,-22.334515,-68.213597,3235.0,POINT (-68.21359699999999 -22.334515)
642,Buin,-33.707361111,-70.701555556,528.0,POINT (-70.701555556 -33.707361111)
838,Copiapo,-27.345833333,-70.407777778,346.0,POINT (-70.407777778 -27.345833333)
660,COLINA ,-33.218777778,-70.715833333,547.0,POINT (-70.71583333300001 -33.218777778)
561,Polizones,-41.115147,-73.376627833,137.0,POINT (-73.376627833 -41.115147)
493,Mariquina,-39.620833333,-73.07333333300001,25.0,POINT (-73.07333333300001 -39.620833333)
782,C. Llollinco,-38.976944,-72.997777833,45.0,POINT (-72.997777833 -38.976944)
814,Truffa - Azapa medio,-18.547727833,-70.124645833,394.0,POINT (-70.124645833 -18.547727833)
571,Huyar Alto,-42.403919,-73.568191833,156.0,POINT (-73.568191833 -42.403919)
624,Coyhaique,-45.739722222,-72.125833333,293.0,POINT (-72.125833333 -45.739722222)
717,Sta Rosa,-36.535195,-71.916433833,197.0,POINT (-71.916433833 -36.535195)
765,Cuarta Faja,-39.115555833,-72.605277833,119.0,POINT (-72.605277833 -39.115555833)
718,Ninhue,-36.398105,-72.395202833,90.0,POINT (-72.395202833 -36.398105)
735,Mulchén,-37.703611111,-72.21694444399999,188.0,POINT (-72.21694444399999 -37.703611111)
728,Cañete,-37.892071,-73.411734833,33.0,POINT (-73.411734833 -37.892071)
799,Quiripio,-38.639721833,-73.244167,288.0,POINT (-73.244167 -38.639721833)
744,Trehualemu Ex - San Ignacio Sur,-36.920833333000004,-71.893333333,379.0,POINT (-71.893333333 -36.920833333)
498,Paillaco,-40.096388889,-72.92666666699999,92.0,POINT (-72.92666666699999 -40.096388889)
677,Punta Cortes,-34.16975,-70.79127777800001,479.0,POINT (-70.79127777800001 -34.16975)
730,Portezuelo,-36.532037,-72.368268,111.0,POINT (-72.368268 -36.532037)
494,Río Bueno,-40.322777778,-72.979444444,41.0,POINT (-72.97944444399999 -40.322777778)
831,CE Huasco Vallenar,-28.581129999999998,-70.798289833,469.0,POINT (-70.798289833 -28.58113)
823,Lago Chungará,-18.281824,-69.138499833,4570.0,POINT (-69.138499833 -18.281824)
653,La Platina,-33.56987,-70.627972833,626.0,POINT (-70.627972833 -33.56987)
634,HUECHÚN EX Lampa,-33.021944444,-71.186388889,153.0,POINT (-71.186388889 -33.021944444)
786,Pucon,-39.355833333,-71.781388889,439.0,POINT (-71.781388889 -39.355833333)
743,Yungay,-37.141384833000004,-72.01176099999999,270.0,POINT (-72.01176099999999 -37.141384833)
800,Curacautín-San Luis,-38.401666999999996,-71.9025,575.0,POINT (-71.9025 -38.401667)
750,Ollague,-21.2167,-68.23305555600001,3702.0,POINT (-68.23305555600001 -21.2167)
668,Calera de Tango,-33.630555556,-70.799166667,470.0,POINT (-70.79916666699999 -33.630555556)
647,Pirque,-33.673888889000004,-70.586944444,663.0,POINT (-70.586944444 -33.673888889)
761,Dominguez,-38.918610833,-73.240278,102.0,POINT (-73.240278 -38.918610833)
489,El Cardal,-40.386736833,-72.91905799999999,80.0,POINT (-72.91905799999999 -40.386736833)
679,Chimbarongo,-34.670833333000004,-71.031666667,333.0,POINT (-71.031666667 -34.670833333)
739,Human,-37.433556,-72.243975,198.0,POINT (-72.24397500000001 -37.433556)
762,Traiguén,-38.357222222,-72.5475,257.0,POINT (-72.5475 -38.357222222)
564,Purranque ,-40.879444444,-73.0525,121.0,POINT (-73.05249999999999 -40.879444444)
748,Punta Parra,-36.672393833,-72.96468399999999,193.0,POINT (-72.96468399999999 -36.672393833)
567,Tara,-42.703730833,-73.788516833,148.0,POINT (-73.788516833 -42.703730833)
563,Río Negro,-40.764722221999996,-73.151944444,83.0,POINT (-73.15194444399999 -40.764722222)
767,El Quincho,-38.913175,-72.183514,293.0,POINT (-72.183514 -38.913175)
815,Lluta Alto,-18.393556,-69.963339,903.0,POINT (-69.963339 -18.393556)
562,Los Canelos,-41.481326,-73.474378,107.0,POINT (-73.474378 -41.481326)
779,Collipulli,-38.001111111,-72.245555556,385.0,POINT (-72.245555556 -38.001111111)
826,Visviri,-17.594604999999998,-69.477417,4081.0,POINT (-69.477417 -17.594605)
756,San Pedro de Atacama,-22.9322,-68.213458,2416.0,POINT (-68.213458 -22.9322)
711,Rapel ,-34.216666667,-71.3,125.0,POINT (-71.3 -34.216666667)
622,Cochrane,-47.241733,-72.582203,214.0,POINT (-72.58220300000001 -47.241733)
573,Frutillar,-41.028888889,-73.044166667,139.0,POINT (-73.044166667 -41.028888889)
572,Octay,-40.957155833,-72.88549499999999,179.0,POINT (-72.88549499999999 -40.957155833)
740,Las Viñas ,-37.501388889,-72.300555556,159.0,POINT (-72.30055555600001 -37.501388889)
558,Colegual,-41.221842833000004,-73.259855833,178.0,POINT (-73.259855833 -41.221842833)
745,Navidad,-36.907300833,-71.935601,317.0,POINT (-71.93560100000001 -36.907300833)
774,Carillanca,-38.693055833,-72.417221833,188.0,POINT (-72.417221833 -38.693055833)
630,Vista Hermosa,-45.936818,-71.835341833,715.0,POINT (-71.835341833 -45.936818)
764,Galvarino ,-38.359166667,-72.709722222,233.0,POINT (-72.709722222 -38.359166667)
781,Pocoyan ,-38.9925,-73.098888889,29.0,POINT (-73.09888888899999 -38.9925)
500,Lago Verde,-40.165081,-72.633842833,248.0,POINT (-72.633842833 -40.165081)
2,Chungara Ajata,-18.2353,-69.1833,4578.0,POINT (-69.1833 -18.2353)
890,YERBAS BUENAS 2,-35.690472222,-71.553944444,178.0,POINT (-71.553944444 -35.690472222)
791,Freire,-38.971388889,-72.784166667,82.0,POINT (-72.78416666699999 -38.971388889)
896,Toconao,-23.1905,-68.00716899999999,2479.0,POINT (-68.00716899999999 -23.1905)
655,Melipilla,-33.65,-71.1,255.0,POINT (-71.09999999999999 -33.65)
631,Curacaví,-33.438611111,-71.025555556,196.0,POINT (-71.025555556 -33.438611111)
495,La Union,-40.316666667,-73.024166667,26.0,POINT (-73.024166667 -40.316666667)
623,El Claro,-45.9812,-72.092267,1269.0,POINT (-72.09226700000001 -45.9812)
861,Morza,-34.851666666999996,-71.02027777800001,327.0,POINT (-71.02027777800001 -34.851666667)
766,Gorbea,-39.103055556,-72.615277778,112.0,POINT (-72.61527777800001 -39.103055556)
837,Bodega,-27.343611110999998,-70.372777778,346.0,POINT (-70.372777778 -27.343611111)
903,La Cruz,-32.8,-71.2,244.0,POINT (-71.2 -32.8)
565,La Pampa,-40.860638833,-73.156917,97.0,POINT (-73.15691700000001 -40.860638833)
798,Tranapuente,-38.690832833,-73.35333299999999,68.0,POINT (-73.35333299999999 -38.690832833)
566,Butalcura,-42.261761833,-73.650812,149.0,POINT (-73.650812 -42.261761833)
822,Socoroma,-18.263888833,-69.607675,3072.0,POINT (-69.607675 -18.263888833)
648,TALAGANTE,-33.67325,-70.92113888899999,346.0,POINT (-70.92113888899999 -33.67325)
499,Paillaco Norte,-40.045833333000004,-72.901388889,75.0,POINT (-72.901388889 -40.045833333)
712,Nancagua 2,-34.660833333,-71.283611111,190.0,POINT (-71.283611111 -34.660833333)
627,Aysén,-45.431944443999996,-72.714444444,4.0,POINT (-72.71444444399999 -45.431944444)
746,Nueva Aldea,-36.648899833,-72.51349,85.0,POINT (-72.51349 -36.648899833)
649,Mallarauco,-33.586666666999996,-70.996111111,255.0,POINT (-70.996111111 -33.586666667)
770,Loncoche,-39.393333333,-72.636666667,111.0,POINT (-72.636666667 -39.393333333)
722,Los Coligues Ex - Chillan Viejo,-36.629166667,-72.233333333,87.0,POINT (-72.233333333 -36.629166667)
1135,Hurtado [Lavaderos],-30.3093,-70.62565,1477.0,POINT (-70.62564999999999 -30.3093)
320,Río Leufucade en Purulon,-39.4781,-72.6908,97.0,POINT (-72.6908 -39.4781)
938,El Yeso Embalse,-33.6767,-70.0886,2481.0,POINT (-70.0886 -33.6767)
491,Las Lomas,-39.700928999999995,-73.01479300000001,24.0,POINT (-73.01479300000001 -39.700929)
325,Río Llollelhue en la Union,-40.2667,-73.0833,26.0,POINT (-73.08329999999999 -40.2667)
663,San Pedro de Melipilla,-33.897935,-71.452881,143.0,POINT (-71.452881 -33.897935)
637,San Antonio de Naltahua,-33.725439,-71.042558,250.0,POINT (-71.042558 -33.725439)
137,Río San Francisco antes Junta Estero Yerba Loca,-33.3086,-70.3572,1546.0,POINT (-70.35720000000001 -33.3086)
7,Río Caracarani en Humapalca,-17.8428,-69.6994,3983.0,POINT (-69.6994 -17.8428)
126,Río Colorado antes Junta Río Olivares,-33.49,-70.1342,1820.0,POINT (-70.13420000000001 -33.49)
353,Coyhaique,-45.5739,-72.0286,341.0,POINT (-72.0286 -45.5739)
68,Río Copiapo en Pastillo,-28.0003,-69.9747,1173.0,POINT (-69.9747 -28.0003)
821,Codpa,-18.833055555999998,-69.744444444,1862.0,POINT (-69.744444444 -18.833055556)
576,Desagüe Rupanco,-40.752634,-72.663894,270.0,POINT (-72.663894 -40.752634)
139,Estero Arrayán Montosa,-33.3256,-70.4561,1069.0,POINT (-70.45610000000001 -33.3256)
763,La Providencia,-38.289444,-72.611389,255.0,POINT (-72.611389 -38.289444)
574,Quilanto,-41.030728,-72.996308833,161.0,POINT (-72.996308833 -41.030728)
721,Coronel,-37.004822999999995,-73.140405,64.0,POINT (-73.140405 -37.00482299999999)
803,Isla Riesco / Río Verde,-53.030494999999995,-71.933637,69.0,POINT (-71.933637 -53.03049499999999)
809,Puro Chile - Lluta medio,-18.452168,-70.067102,565.0,POINT (-70.06710200000001 -18.452168)
808,Punta Arenas Rural,-53.068313,-70.873761,49.0,POINT (-70.873761 -53.068313)
510,Monte Patria El Palqui,-30.774543833000003,-70.926831,502.0,POINT (-70.92683100000001 -30.774543833)
629,Tamelaike,-45.759113833,-72.061842833,469.0,POINT (-72.061842833 -45.759113833)
801,Puerto Natales,-51.698366833,-72.483081833,81.0,POINT (-72.483081833 -51.698366833)
806,Tierra del Fuego,-52.804319889,-69.273691,61.0,POINT (-69.273691 -52.804319889)
771,Sta. Adela,-38.756110833,-72.891389,44.0,POINT (-72.891389 -38.756110833)
487,Santa Carla,-39.679571,-72.611389,236.0,POINT (-72.611389 -39.679571)
723,Chiguayante,-36.91349,-73.03545799999999,24.0,POINT (-73.03545799999999 -36.91349)
1125,Ovalle [Talhuén],-30.59203,-71.24797,299.0,POINT (-71.24797 -30.59203)
261,Puente Nitrao,-37.69638888888888,-71.28999999999998,862.0,POINT (-71.28999999999998 -37.69638888888888)
152,Leñas Cachapoal,-34.3628,-70.3056,1299.0,POINT (-70.3056 -34.3628)
1144,Canela,-31.39089,-71.41298,347.0,POINT (-71.41298 -31.39089)
1145,Salamanca [Chillepín],-31.88563,-70.71395,889.0,POINT (-70.71395 -31.88563)
3,Parinacota Ex Endesa,-18.2042,-69.2683,4426.0,POINT (-69.2683 -18.2042)
1147,Mincha Sur,-31.59425,-71.42159000000002,65.0,POINT (-71.42159000000002 -31.59425)
1158,Tilama,-32.08163,-71.16277,498.0,POINT (-71.16276999999999 -32.08163)
128,Río Olivares antes Junta Río Colorado,-33.4878,-70.1367,1652.0,POINT (-70.1367 -33.4878)
1149,Laguna Hurtado,-30.50903,-70.44594000000002,2499.0,POINT (-70.44594000000002 -30.50903)
1134,Pichasca,-30.41323,-70.90276999999998,691.0,POINT (-70.90276999999998 -30.41323)
117,Las Salinas,-33.0019,-71.5467,24.0,POINT (-71.5467 -33.0019)
97,Río Illapel en Huintil,-31.5608,-70.9644,911.0,POINT (-70.9644 -31.5608)
96,Río Illapel en las Burras,-31.5069,-70.8125,1248.0,POINT (-70.8125 -31.5069)
1124,Combarbalá [C.del Sur],-31.20022,-71.00015,1142.0,POINT (-71.00015 -31.20022)
349,La Junta,-43.9708,-72.4056,48.0,POINT (-72.40560000000001 -43.9708)
371,Caleta Tortel,-47.7997,-73.5358,8.0,POINT (-73.53579999999999 -47.7997)
304,Pueblo Nuevo,-38.7128,-72.5558,125.0,POINT (-72.5558 -38.7128)
274,Angol,-37.7794,-72.6372,115.0,POINT (-72.63720000000001 -37.7794)
312,Pucon,-39.2753,-71.9503,237.0,POINT (-71.9503 -39.2753)
293,Concepcion Dga.,-36.8333,-73.1,19.0,POINT (-73.09999999999999 -36.8333)
243,Chillan Viejo,-36.6319,-72.1267,112.0,POINT (-72.1267 -36.6319)
70,Copiapo,-27.3772,-70.3308,387.0,POINT (-70.3308 -27.3772)
234,Talca,-35.419444444444444,-71.66055555555556,105.0,POINT (-71.66055555555556 -35.41944444444444)
354,Coyhaique Alto,-45.4803,-71.6044,726.0,POINT (-71.6044 -45.4803)
221,Parral,-36.1878,-71.8283,179.0,POINT (-71.8283 -36.1878)
75,El Transito,-28.8731,-70.2822,1105.0,POINT (-70.2822 -28.8731)
79,Vallenar DGA,-28.5861,-70.7397,432.0,POINT (-70.7397 -28.5861)
1122,Punta Colorada,-29.35411,-71.03286,380.0,POINT (-71.03286 -29.35411)
69,Lautaro Embalse,-27.9783,-70.0033,1125.0,POINT (-70.0033 -27.9783)
272,Los Angeles,-37.5022,-72.4083,126.0,POINT (-72.4083 -37.5022)
296,Cañete,-37.7983,-73.3914,69.0,POINT (-73.3914 -37.7983)
334,Puerto Montt,-41.46,-72.9378,97.0,POINT (-72.9378 -41.46)
37,Calama,-22.4494,-68.9044,2309.0,POINT (-68.9044 -22.4494)
218,Digua Embalse,-36.2558,-71.5481,397.0,POINT (-71.54810000000001 -36.2558)
331,Adolfo Matthei,-40.5883,-73.1069,58.0,POINT (-73.1069 -40.5883)
264,Río Biobio en la Culebra,-37.7964,-71.6989,343.0,POINT (-71.69889999999999 -37.7964)
262,Río Huequecura Aguas Arriba de Embalse Angostura,-37.7047,-71.7683,327.0,POINT (-71.7683 -37.7047)
944,Río Cautin en Almagro,-38.78,-72.9469,22.0,POINT (-72.9469 -38.78)
265,Río Biobio en Puente Piulo,-37.7092,-71.8236,290.0,POINT (-71.8236 -37.7092)
439,Visviri Tenencia,-17.595,-69.4769,4080.0,POINT (-69.4769 -17.595)
58,Antofagasta,-23.5975,-70.3867,46.0,POINT (-70.3867 -23.5975)
241,Constitucion,-35.3242,-72.4089,11.0,POINT (-72.4089 -35.3242)
1,Visviri,-17.595,-69.4831,4082.0,POINT (-69.48309999999999 -17.595)
1129,Andacollo [Collowara],-30.24875,-71.06526,1310.0,POINT (-71.06525999999999 -30.24875)
10,Central Chapiquiña,-18.3722,-69.5481,3368.0,POINT (-69.54810000000001 -18.3722)
168,Glaciar Universidad en Río San Andres,-34.72027777777778,-70.35916666666667,2425.0,POINT (-70.35916666666667 -34.72027777777778)
122,Río Volcan en Queltehues,-33.8056,-70.2089,1435.0,POINT (-70.2089 -33.8056)
347,Villa Santa Lucia,-43.4128,-72.3658,237.0,POINT (-72.36579999999999 -43.4128)
110,Canal Colorado en Bocatoma,-32.8347,-70.3533,1363.0,POINT (-70.3533 -32.8347)
1121,Pichidangui,-32.13106,-71.53137,25.0,POINT (-71.53137 -32.13106)
339,Puelo,-41.6511,-72.3117,7.0,POINT (-72.3117 -41.6511)
187,Laguna de Torca,-34.7675,-72.065,31.0,POINT (-72.065 -34.7675)
130,Valle Olivares,-33.1869,-70.1122,2826.0,POINT (-70.1122 -33.1869)
338,Llanada Grande,-41.4242,-71.9386,1098.0,POINT (-71.93859999999999 -41.4242)
109,Río Aconcagua en Río Blanco,-32.9067,-70.3036,1547.0,POINT (-70.3036 -32.9067)
233,Talca U.c.,-35.4358,-71.6197,130.0,POINT (-71.61969999999999 -35.4358)
1159,La Serena [CEAZA],-29.91502,-71.24221,93.0,POINT (-71.24221 -29.91502)
329,Río Forrahue en Río Negro,-40.7956,-73.2144,54.0,POINT (-73.2144 -40.7956)
328,Río Rahue antes Junta Río Negro,-40.63,-73.1783,62.0,POINT (-73.17829999999999 -40.63)
104,Río Juncal en Juncal,-32.8625,-70.1675,2179.0,POINT (-70.1675 -32.8625)
601,Pullancón,-32.30708283,-71.23075,93.0,POINT (-71.23075 -32.30708283)
588,Manuel Montt,-32.322860999999996,-71.06105583,320.0,POINT (-71.06105583 -32.322861)
587,Palquico,-32.25702783,-71.14163883,474.0,POINT (-71.14163883000001 -32.25702783)
592,San Lorenzo,-32.43941683,-71.00296083,246.0,POINT (-71.00296083000001 -32.43941683)
603,La Higuera,-32.49269683,-71.15288083,136.0,POINT (-71.15288083 -32.49269683)
595,Paihuén,-32.37927783,-70.841622,505.0,POINT (-70.841622 -32.37927783)
570,Quilacahuin,-40.3,-73.3,115.0,POINT (-73.3 -40.3)
820,Camarones,-19.0,-69.9,898.0,POINT (-69.90000000000001 -19)
569,Ensenada,-41.233333333000004,-72.516111111,77.0,POINT (-72.516111111 -41.233333333)
598,La Cruz,-32.821999999999996,-71.2304,181.0,POINT (-71.2304 -32.822)
832,Amolana Copiapo 2,-28.0,-70.0,1267.0,POINT (-70 -28)
825,Putre,-18.2,-69.6,3418.0,POINT (-69.59999999999999 -18.2)
805,Kampenaike,-52.6,-70.9,79.0,POINT (-70.90000000000001 -52.6)
497,Palermo,-40.3,-73.1,54.0,POINT (-73.09999999999999 -40.3)
641,Los Tilos,-33.7,-70.7,539.0,POINT (-70.7 -33.7)
490,MAFIL,-39.631388889,-72.94833333300001,30.0,POINT (-72.94833333300001 -39.631388889)
377,Jorge Montt,-48.25444444444446,-73.45972222222224,181.0,POINT (-73.45972222222224 -48.25444444444446)
496,La Union Norte,-40.288667,-73.071333,27.0,POINT (-73.071333 -40.288667)
870,Miraflores,-35.918056,-71.61330600000001,169.0,POINT (-71.61330600000001 -35.918056)
675,Placilla Chacarilla,-34.641583000000004,-71.135667,243.0,POINT (-71.135667 -34.641583)
857,Tutuquen,-34.961611,-71.315861,183.0,POINT (-71.315861 -34.961611)
608,Curimón,-32.799972,-70.70030600000001,702.0,POINT (-70.70030600000001 -32.799972)
868,Rarin,-34.765667,-71.95666700000001,24.0,POINT (-71.95666700000001 -34.765667)
193,Los Condores,-36.0106,-70.5589,2171.0,POINT (-70.55889999999999 -36.0106)
607,San Felipe,-32.755333,-70.706917,675.0,POINT (-70.706917 -32.755333)
844,Linares 2,-35.932194,-71.566833,200.0,POINT (-71.566833 -35.932194)
80,Río Toro antes Junta Río la Laguna,-29.9711,-70.0928,2270.0,POINT (-70.0928 -29.9711)
82,Río Claro en Rivadavia,-29.9781,-70.5525,827.0,POINT (-70.55249999999999 -29.9781)
185,Curico,-34.9811,-71.2361,215.0,POINT (-71.23609999999999 -34.9811)
81,Río Turbio en Varillar,-29.9458,-70.5328,900.0,POINT (-70.53279999999999 -29.9458)
88,Río Cogoti en Fraguita,-31.1119,-70.885,1227.0,POINT (-70.88500000000001 -31.1119)
89,Río Cogoti Entrada Embalse Cogoti,-31.0325,-71.0403,736.0,POINT (-71.0403 -31.0325)
181,Pichilemu,-34.3844,-72.0044,11.0,POINT (-72.0044 -34.3844)
307,Río Truful en Camino Internacional,-38.8444,-71.6536,520.0,POINT (-71.6536 -38.8444)
315,Río Tolten en Coipue,-39.1,-72.3833,178.0,POINT (-72.38330000000001 -39.1)
1246,LAGO GENERAL CARRERA EN DESAGÜE,-46.8456,-72.8033,205.0,POINT (-72.80329999999999 -46.8456)
865,San Clemente,-35.531,-71.574,163.0,POINT (-71.574 -35.531)
813,Chaca,-18.81,-70.156,327.0,POINT (-70.15600000000001 -18.81)
871,Santa Amada,-35.760999999999996,-71.48,181.0,POINT (-71.48 -35.761)
811,Cerro Blanco,-18.575,-70.07,524.0,POINT (-70.06999999999999 -18.575)
345,ancud doh,-41.8792,-73.7964,10.0,POINT (-73.79640000000001 -41.8792)
118,Rodelillo,-33.0503,-71.5833,150.0,POINT (-71.58329999999999 -33.0503)
319,Llancahue,-39.8561,-73.1786,84.0,POINT (-73.1786 -39.8561)
119,Cerro Colorado Armada de Chile,-33.0819,-71.6169,515.0,POINT (-71.6169 -33.0819)
163,Laguna los Cristales,-34.5606,-70.5097,2354.0,POINT (-70.5097 -34.5606)
346,Castro 2,-42.4794,-73.7742,18.0,POINT (-73.77419999999999 -42.4794)
196,Río Cipreses en Dasague Laguna la Invernada,-35.7381,-70.7778,1307.0,POINT (-70.7778 -35.7381)
194,Río Maule en los Baños,-35.8197,-70.7606,1016.0,POINT (-70.7606 -35.8197)
46,Liceo Científico Humanista la Chimba,-23.5544,-70.3933,45.0,POINT (-70.3933 -23.5544)
60,Universidad de Antofagasta,-23.7017,-70.4208,29.0,POINT (-70.4208 -23.7017)
332,Estacion Meteorologica Cascada,-41.0781,-72.6328,83.0,POINT (-72.6328 -41.0781)
62,Escuela Hogar Victorino Quinteros Soto,-25.4033,-70.4797,29.0,POINT (-70.47969999999999 -25.4033)
124,Laguna Negra,-33.66583333333333,-70.10777777777777,2786.0,POINT (-70.10777777777777 -33.66583333333333)
153,Laguna el Yeso,-34.4078,-70.21,2240.0,POINT (-70.20999999999999 -34.4078)
174,Convento Viejo,-34.7694,-71.1331,252.0,POINT (-71.1331 -34.7694)
205,Rio Claro en San Carlos,-35.6989,-71.0683,564.0,POINT (-71.06829999999999 -35.6989)
162,Claro Hac. Las Nieves,-34.4922,-70.7028,807.0,POINT (-70.7028 -34.4922)
380,Fiordo Amalia,-50.961111111111116,-73.76777777777778,0.0,POINT (-73.76777777777778 -50.96111111111112)
4,Río Guallatire en Guallatire,-18.4931,-69.1494,4247.0,POINT (-69.1494 -18.4931)
787,Sta Inés,-38.504721999999994,-72.343611,262.0,POINT (-72.343611 -38.50472199999999)
775,Puala,-39.381944,-71.5725,391.0,POINT (-71.57250000000001 -39.381944)
724,Centro Experimental Arroz INIA,-36.409298,-72.006731,162.0,POINT (-72.006731 -36.409298)
783,Huiscapi,-39.263333,-72.398889,266.0,POINT (-72.398889 -39.263333)
760,Marimenuco,-38.731667,-71.140833,1082.0,POINT (-71.140833 -38.731667)
778,Perales,-38.663889000000005,-72.80888900000001,52.0,POINT (-72.80888900000001 -38.663889)
797,Las Palmas,-38.227778,-72.273333,386.0,POINT (-72.27333299999999 -38.227778)
776,Manzanares,-37.7725,-72.546111,89.0,POINT (-72.546111 -37.7725)
796,San Fabián,-38.446389,-72.84944399999999,197.0,POINT (-72.84944399999999 -38.446389)
780,Surco y semilla,-38.0325,-72.285278,380.0,POINT (-72.28527800000001 -38.0325)
57,Baquedano,-23.3336,-69.8397,1031.0,POINT (-69.83969999999999 -23.3336)
44,Tocopilla,-22.0797,-70.1897,55.0,POINT (-70.1897 -22.0797)
56,Sierra Gorda,-22.8892,-69.3219,1623.0,POINT (-69.3219 -22.8892)
239,Pencahue,-35.3725,-71.8325,55.0,POINT (-71.8325 -35.3725)
190,Gualleco,-35.2439,-71.98,93.0,POINT (-71.98 -35.2439)
227,La Sexta de Longavi,-36.1128,-71.6156,240.0,POINT (-71.6156 -36.1128)
220,Quella,-36.0572,-72.0892,133.0,POINT (-72.08920000000001 -36.0572)
186,Lontue,-35.0422,-71.2906,211.0,POINT (-71.2906 -35.0422)
184,Potrero Grande,-35.1833,-71.0978,453.0,POINT (-71.09780000000001 -35.1833)
1248,LAGO GENERAL CARRERA EN PUERTO GUADAL,-46.8411,-72.6975,202.0,POINT (-72.69750000000001 -46.8411)
362,Lago General Carrera Fachinal,-46.5425,-72.2267,207.0,POINT (-72.22669999999999 -46.5425)
76,Río Carmen en el Corral,-29.1094,-70.4139,1749.0,POINT (-70.4139 -29.1094)
72,Río Conay en las Lozas,-28.9486,-70.1033,1565.0,POINT (-70.1033 -28.9486)
77,Río Huasco en Chepica,-28.6997,-70.55,872.0,POINT (-70.55 -28.6997)
536,Cerro Grande,-29.93849,-71.22358,523.0,POINT (-71.22358 -29.93849)
534,El Romeral,-29.75497,-71.25753,154.0,POINT (-71.25753 -29.75497)
555,El Tapado,-30.1567,-69.91421,4448.0,POINT (-69.91421 -30.1567)
552,Paso Aguas Negras,-30.191370000000003,-69.82545999999999,4772.0,POINT (-69.82545999999999 -30.19137)
1206,TERMAS DEL PLOMO,-33.61333333333334,-69.90583333333333,3025.0,POINT (-69.90583333333333 -33.61333333333334)
1130,Punta de Choros,-29.24724,-71.46797,5.0,POINT (-71.46796999999999 -29.24724)
66,Río Pulido en Vertedero,-28.0858,-69.9408,1326.0,POINT (-69.9408 -28.0858)
273,Río Malleco en Collipulli,-37.9647,-72.4361,154.0,POINT (-72.4361 -37.9647)
169,Claro Valle dos,-34.6867,-70.8739,515.0,POINT (-70.87390000000001 -34.6867)
49,Quebrada Farellones,-23.6144,-70.3703,272.0,POINT (-70.3703 -23.6144)
59,Quebrada el Toro,-23.6681,-70.3961,80.0,POINT (-70.3961 -23.6681)
48,Quebrada Bonilla,-23.5828,-70.3742,98.0,POINT (-70.3742 -23.5828)
61,Quebrada Jardines Del Sur,-23.7017,-70.4208,29.0,POINT (-70.4208 -23.7017)
63,Quebrada Taltal,-25.4033,-70.4797,29.0,POINT (-70.47969999999999 -25.4033)
341,Hornopiren,-41.9383,-72.435,25.0,POINT (-72.435 -41.9383)
45,Quebrada Barriles,-22.08,-70.1833,137.0,POINT (-70.1833 -22.08)
47,Quebrada la Chimba,-23.5586,-70.3953,32.0,POINT (-70.39530000000001 -23.5586)
50,Quebrada la Cadena,-23.6269,-70.375,138.0,POINT (-70.375 -23.6269)
579,Ventisquero - Leyda,-33.68548333,-71.54943056,220.0,POINT (-71.54943056 -33.68548333)
790,La Isla,-38.03,-72.982,74.0,POINT (-72.982 -38.03)
657,Rinconada-U de Chile,-33.497093,-70.84543599999999,459.0,POINT (-70.84543599999999 -33.497093)
633,Hacienda Lampa,-33.284227,-70.848776,492.0,POINT (-70.848776 -33.284227)
