SID,Nombre,Latitud,Longitud,Elevacion,geometry
488,Rucatayo,-40.598896,-72.586541,280.0,POINT (-72.586541 -40.598896)
727,Ponotro,-38.275290000000005,-73.498489,146.0,POINT (-73.49848900000001 -38.27529000000001)
794,El Membrillo,-38.834167,-71.6825,525.0,POINT (-71.6825 -38.834167)
818,Caleta Vitor,-18.781479,-70.283902,83.0,POINT (-70.283902 -18.781479)
854,Monte Flor-Tucapel,-36.2448,-71.93429,160.0,POINT (-71.93429 -36.2448)
492,Estación Experimental Austral,-39.787428000000006,-73.234546,15.0,POINT (-73.23454599999999 -39.78742800000001)
807,Cerro Castillo,-51.176975,-72.435811,117.0,POINT (-72.435811 -51.176975)
55,Toconao Pueblo,-23.1819,-68.0039,2507.0,POINT (-68.0039 -23.1819)
52,Paso Sico,-23.8217,-67.44,4300.0,POINT (-67.44 -23.8217)
54,Toconao Quebrada 4,-23.1531,-67.8983,3467.0,POINT (-67.89830000000001 -23.1531)
51,Paso Jama,-22.9219,-67.7014,4806.0,POINT (-67.70140000000001 -22.9219)
19,Ollague,-21.2233,-68.2494,3702.0,POINT (-68.24939999999999 -21.2233)
53,Toconao Quebrada 1,-23.214444444444442,-67.81027777777777,3963.0,POINT (-67.81027777777777 -23.21444444444444)
65,Caldera,-27.0692,-70.8156,25.0,POINT (-70.8156 -27.0692)
589,El Chalaco,-32.181267,-70.78492,893.0,POINT (-70.78492 -32.181267)
596,Los Perales,-32.333038,-70.744202,813.0,POINT (-70.744202 -32.333038)
604,Huaquen,-32.34278,-71.40868,53.0,POINT (-71.40868 -32.34278)
602,La Canela,-32.364917,-71.153144,165.0,POINT (-71.153144 -32.364917)
586,La Petorca,-32.274509,-70.965538,454.0,POINT (-70.965538 -32.274509)
585,Las Salinas,-32.43623,-71.353172,16.0,POINT (-71.353172 -32.43623)
605,La Patagua,-32.523449,-71.17797900000001,182.0,POINT (-71.17797900000001 -32.523449)
590,El Sobrante,-32.228794,-70.799309,775.0,POINT (-70.79930899999999 -32.228794)
606,Valle Hermoso,-32.4265,-71.22765,88.0,POINT (-71.22765 -32.4265)
78,Santa Juana,-28.6672,-70.6625,536.0,POINT (-70.66249999999999 -28.6672)
64,Las Vegas,-26.6781,-69.6656,2259.0,POINT (-69.6656 -26.6781)
298,Río Puren en Tranaman,-38.036599724866,-73.019219101224,78.0,POINT (-73.019219101224 -38.036599724866)
253,Lonquimay,-38.4536,-71.3742,927.0,POINT (-71.3742 -38.4536)
301,Malalcahuello,-38.4703,-71.5753,958.0,POINT (-71.5753 -38.4703)
524,Tilama,-32.08,-71.16,503.0,POINT (-71.16 -32.08)
460,San Pablo - DASA,-33.4422,-70.7467,488.0,POINT (-70.7467 -33.4422)
457,Lo Prado Cerro San Francisco,-33.4581,-70.9486,1078.0,POINT (-70.9486 -33.4581)
485,Guardia Marina Zañartu,-54.9317,-67.6156,14.0,POINT (-67.6156 -54.9317)
475,Isla Teja  (Universidad Austral Valdivia),-39.8072,-73.2517,16.0,POINT (-73.2517 -39.8072)
447,Los Libertadores,-32.8456,-70.1192,2952.0,POINT (-70.11920000000001 -32.8456)
465,Nilahue - La Quebrada,-34.6314,-71.725,107.0,POINT (-71.72499999999999 -34.6314)
461,Lo Pinto,-33.2681,-70.7322,512.0,POINT (-70.73220000000001 -33.2681)
484,Escuela Alberto Hurtado,-53.1392,-70.9167,39.0,POINT (-70.91670000000001 -53.1392)
445,Mataveri  Isla de Pascua Ap.,-27.1606,-109.427,49.0,POINT (-109.427 -27.1606)
923,Curacaví Ad.,-33.41111111111111,-71.1677777777778,204.0,POINT (-71.1677777777778 -33.41111111111111)
931,Ancud Liceo Agrícola,-41.86611111111111,-73.81638888888888,32.0,POINT (-73.81638888888888 -41.86611111111111)
454,Talagante,-33.6736,-70.8475,396.0,POINT (-70.8475 -33.6736)
926,Chillán Quinchamalí,-36.620833333333344,-72.3625,64.0,POINT (-72.3625 -36.62083333333334)
455,Chorombo Hacienda,-33.5258,-71.2283,154.0,POINT (-71.2283 -33.5258)
957,Cisnes Puyuhuapi,-44.32333333333334,-72.55527777777776,16.0,POINT (-72.55527777777776 -44.32333333333334)
451,Santo Domingo,-33.655,-71.6142,77.0,POINT (-71.6142 -33.655)
443,Toconao,-23.1861,-68.0056,2490.0,POINT (-68.0056 -23.1861)
480,Teniente Gallardo,-51.6672,-72.5289,69.0,POINT (-72.52889999999999 -51.6672)
458,San José  Guayacán,-33.6153,-70.3506,925.0,POINT (-70.3506 -33.6153)
459,El Paico,-33.7064,-71.0081,275.0,POINT (-71.0081 -33.7064)
478,Teniente Vidal,-45.5939,-72.1086,298.0,POINT (-72.1086 -45.5939)
929,Panguipulli,-39.63444444444443,-72.34388888888887,228.0,POINT (-72.34388888888887 -39.63444444444443)
474,Pichoy,-39.6506,-73.0808,20.0,POINT (-73.0808 -39.6506)
927,Chillán Mayulermo,-36.828055555555565,-71.86694444444444,397.0,POINT (-71.86694444444444 -36.82805555555557)
925,Aguas Andínas,-33.544999999999995,-70.54833333333333,670.0,POINT (-70.54833333333333 -33.54499999999999)
956,Maquehue-UFRO,-38.83777777777778,-72.69444444444444,80.0,POINT (-72.69444444444444 -38.83777777777778)
446,El Tololo,-30.1683,-70.8036,2150.0,POINT (-70.8036 -30.1683)
463,Rancagua,-34.1758,-70.7794,491.0,POINT (-70.7794 -34.1758)
479,Villa O\Higgins subcomisaría,-48.4714,-72.5603,273.0,POINT (-72.5603 -48.4714)
444,Taltal,-25.4111,-70.4842,38.0,POINT (-70.4842 -25.4111)
442,Universidad Católica del Norte,-23.6789,-70.4097,34.0,POINT (-70.4097 -23.6789)
441,El Loa,-22.4989,-68.9072,2286.0,POINT (-68.9072 -22.4989)
464,Quimávida,-34.2133,-70.9983,320.0,POINT (-70.9983 -34.2133)
933,Magallanes Villa Tehuelche,-52.42888888888889,-71.41611111111112,181.0,POINT (-71.41611111111112 -52.42888888888889)
481,Instituto de la Patagonia (Jorge Schytte),-53.13,-70.8875,11.0,POINT (-70.8875 -53.13)
477,Puerto Aysén Ad.,-45.3961,-72.6639,12.0,POINT (-72.6639 -45.3961)
476,Juan Kalt Bode (Fundación Adolfo Matthei),-40.5867,-73.1044,58.0,POINT (-73.1044 -40.5867)
449,Rodelillo,-33.0367,-71.5342,97.0,POINT (-71.5342 -33.0367)
468,General Bernardo O'Higgins,-36.5872,-72.04,157.0,POINT (-72.04000000000001 -36.5872)
483,Fuentes Martínez,-53.1875,-70.3203,9.0,POINT (-70.3203 -53.1875)
448,Jardín Botánico (ex Parque Fauna),-33.0492,-71.5017,32.0,POINT (-71.5017 -33.0492)
932,Nueva Chaitén,-42.785,-72.8347222222222,27.0,POINT (-72.8347222222222 -42.785)
922,Zapallar Catapilco,-32.561388888888885,-71.29777777777778,85.0,POINT (-71.29777777777778 -32.56138888888889)
471,Maquehue,-38.77,-72.6369,93.0,POINT (-72.6369 -38.77)
467,Panguilemo,-35.3778,-71.6011,124.0,POINT (-71.6011 -35.3778)
469,Termas de Chillán,-36.9036,-71.41,1719.0,POINT (-71.41 -36.9036)
482,Punta Arenas Unidad Aeropolicial,-53.1528,-70.9264,55.0,POINT (-70.9264 -53.1528)
473,La Araucanía Ad.,-38.9342,-72.6533,101.0,POINT (-72.6533 -38.9342)
452,Juan Fernández,-33.6367,-78.835,84.0,POINT (-78.83499999999999 -33.6367)
472,Lonquimay,-38.455,-71.3619,918.0,POINT (-71.36190000000001 -38.455)
930,San Juan de la Costa,-40.586666666666666,-73.73527777777778,73.0,POINT (-73.73527777777778 -40.58666666666667)
160,Estero de la Cadena antes Junta Río Cachapoal,-34.1842,-70.8436,448.0,POINT (-70.8436 -34.1842)
928,Retiro Copihue,-36.07555555555556,-71.75805555555556,186.0,POINT (-71.75805555555556 -36.07555555555556)
470,El Huertón liceo agrícola,-37.4564,-72.2578,182.0,POINT (-72.2578 -37.4564)
909,Putre,-18.2,-69.5625,3538.0,POINT (-69.5625 -18.2)
466,Portezuelo-Codelco,-34.1983,-70.5792,1166.0,POINT (-70.5792 -34.1983)
915,Copiapó Universidad de Atacama,-27.358888888888888,-70.35333333333332,370.0,POINT (-70.35333333333332 -27.35888888888889)
916,Freirina Nicolasa,-28.516944444444448,-71.01,157.0,POINT (-71.01000000000001 -28.51694444444445)
120,Valparaíso,-33.04138888888889,-71.60444444444444,43.0,POINT (-71.60444444444444 -33.04138888888889)
904,Puchuncavi,-32.754967,-71.34343199999999,179.0,POINT (-71.34343199999999 -32.754967)
910,Defensa Civil,-18.491111111111113,-70.30138888888888,68.0,POINT (-70.30138888888888 -18.49111111111111)
913,UNAP (Universidad Arturo Prat),-20.27083333333333,-70.13083333333333,30.0,POINT (-70.13083333333333 -20.27083333333333)
438,Escuela Mirasol,-41.479,-72.968,103.0,POINT (-72.968 -41.479)
456,El Colorado,-33.35,-70.2936,2744.0,POINT (-70.2936 -33.35)
276,Laguna de la Laja,-37.36666666666667,-71.36666666666666,1359.0,POINT (-71.36666666666666 -37.36666666666667)
343,Chaitén Meteorológica,-42.92,-72.71027777777778,12.0,POINT (-72.71027777777778 -42.92)
308,Río Allipen en los Laureles,-38.9833,-72.2333,253.0,POINT (-72.2333 -38.9833)
486,C.M.A. Eduardo Frei Montalva,-62.1997,-58.9642,,POINT (-58.9642 -62.1997)
450,Quinta Normal,-33.445,-70.6828,529.0,POINT (-70.6828 -33.445)
812,Ticnamar,-18.580070000000003,-69.495965,3215.0,POINT (-69.495965 -18.58007)
626,La Junta,-43.916933,-72.387343,48.0,POINT (-72.387343 -43.916933)
697,El Arenal,-34.35575,-70.99127800000001,267.0,POINT (-70.99127800000001 -34.35575)
824,Belén,-18.468207999999997,-69.523279,3209.0,POINT (-69.523279 -18.468208)
121,Río Maipo en Queltehues,-3.5916666666666663,-7.025555555555554,,POINT (-7.025555555555554 -3.591666666666666)
87,Río Grande en Puntilla San Juan,-30.7047,-70.9244,436.0,POINT (-70.92440000000001 -30.7047)
893,Río Hurtado en Angostura de Pangue,-30.4386,-71.0022,517.0,POINT (-71.0022 -30.4386)
1117,Rucamanque-UFRO,-38.66083,-72.61,283.0,POINT (-72.61 -38.66083)
911,Cerro Sombrero,-18.5125,-70.26555555555555,123.0,POINT (-70.26555555555555 -18.5125)
1171,CAMIÑA,-19.3136,-69.4172,2436.0,POINT (-69.41719999999999 -19.3136)
1173,Q. TARAPACA EN LAONSANA,-19.855833333333333,-69.3461111111111,1822.0,POINT (-69.3461111111111 -19.85583333333333)
526,Los Vilos - Quebrachar,-31.860388899999997,-71.4395833,63.0,POINT (-71.4395833 -31.8603889)
662,Peldehue,-33.147111100000004,-70.6602222,717.0,POINT (-70.66022220000001 -33.1471111)
880,Laberinto,-35.6993,-71.2687,482.0,POINT (-71.2687 -35.6993)
936,Río Grande en Cuyano,-30.9242,-70.7731,883.0,POINT (-70.7731 -30.9242)
729,Puraligue,-36.431036,-72.64778299999999,32.0,POINT (-72.64778299999999 -36.431036)
892,Río Hurtado en San Agustin,-30.4622,-70.5361,2271.0,POINT (-70.5361 -30.4622)
793,Allipén,-38.9997222,-72.5210833,127.0,POINT (-72.5210833 -38.9997222)
610,Puchuncavi,-32.7310833,-71.4241389,22.0,POINT (-71.4241389 -32.7310833)
720,Cobquecura,-36.124527799999996,-72.7953889,11.0,POINT (-72.79538890000001 -36.1245278)
869,Vichuquen,-34.8549722,-72.02605559999999,9.0,POINT (-72.02605559999999 -34.8549722)
866,Las Lomillas - San Clemente,-35.541638899999995,-71.3182219,345.0,POINT (-71.3182219 -35.5416389)
784,Vida Nueva,-39.196388899999995,-72.26136109999999,261.0,POINT (-72.26136109999999 -39.1963889)
855,Campanacura,-35.9738889,-72.02763890000001,132.0,POINT (-72.02763890000001 -35.9738889)
792,Los Quilantos,-38.908333299999995,-72.79822220000001,76.0,POINT (-72.79822220000001 -38.9083333)
912,Diego Aracena Iquique Ap.,-20.539722222222224,-70.17861111111111,53.0,POINT (-70.17861111111111 -20.53972222222222)
856,Via Wines,-35.0904667,-71.177367,308.0,POINT (-71.177367 -35.0904667)
578,Cuncumén,-33.736215,-71.42157900000001,174.0,POINT (-71.42157900000001 -33.736215)
688,Sierras de Bellavista,-34.815583000000004,-70.751067,1053.0,POINT (-70.75106700000001 -34.815583)
1172,HUARA EN FUERTE BAQUEDANO,-20.1308,-69.7497,1068.0,POINT (-69.7497 -20.1308)
917,Vicuña,-30.03361111111111,-70.69722222222222,631.0,POINT (-70.69722222222222 -30.03361111111111)
833,Iglesia Colorada,-28.148944399999994,-69.89183333,1515.0,POINT (-69.89183333 -28.14894439999999)
795,Gaby-Ranquilco,-38.116919,-72.88349699999999,74.0,POINT (-72.88349699999999 -38.116919)
749,Altos la Portada,-23.5040977,-70.40466629999999,107.0,POINT (-70.40466629999999 -23.5040977)
842,Falda Verde,-26.299806,-70.624111,121.0,POINT (-70.624111 -26.299806)
864,Lien,-35.099146000000005,-71.969797,27.0,POINT (-71.969797 -35.099146)
804,Estancia Zenia,-53.319495999999994,-69.69814699999999,124.0,POINT (-69.69814699999999 -53.31949599999999)
611,Colliguay,-33.168608899999995,-71.1557171,510.0,POINT (-71.1557171 -33.1686089)
568,Carelmapu,-41.709733,-73.6722625,32.0,POINT (-73.6722625 -41.709733)
802,5 de enero,-52.432478,-70.36058299999999,146.0,POINT (-70.36058299999999 -52.432478)
758,Pica,-20.501476,-69.342572,1296.0,POINT (-69.342572 -20.501476)
819,Cuya,-19.161922,-70.18096800000001,93.0,POINT (-70.18096800000001 -19.161922)
839,Freirina,-28.506638899999995,-71.10372222,92.0,POINT (-71.10372221999999 -28.5066389)
539,El Trapiche,-29.371861100000004,-71.11608333,281.0,POINT (-71.11608333 -29.3718611)
575,Huacamapu,-40.659175,-73.491723,155.0,POINT (-73.49172299999999 -40.659175)
680,Puente Negro,-34.386351,-71.98571,9.0,POINT (-71.98571 -34.386351)
659,El Asiento,-34.029282,-70.995098,351.0,POINT (-70.995098 -34.029282)
773,San Rafael,-38.070667,-72.724176,174.0,POINT (-72.724176 -38.070667)
878,Lomas,-35.835449100000005,-72.587489,171.0,POINT (-72.58748900000001 -35.83544910000001)
785,La Paz,-39.428135,-72.718521,88.0,POINT (-72.718521 -39.428135)
789,Los Arrayanes,-39.165408,-73.132936,8.0,POINT (-73.132936 -39.165408)
769,San Enrique,-39.261711,-71.86809699999999,278.0,POINT (-71.86809699999999 -39.261711)
860,San Jorge Los Niches,-35.0918,-71.120579,310.0,POINT (-71.12057900000001 -35.0918)
755,Camar,-23.407102,-67.963735,2700.0,POINT (-67.963735 -23.407102)
919,Monte Patria,-30.69833333333333,-70.95777777777778,410.0,POINT (-70.95777777777778 -30.69833333333333)
918,Ovalle Escuela Agrícola,-30.58,-71.18666666666667,320.0,POINT (-71.18666666666667 -30.58)
1239,MARIN BALMACEDA,-43.7717,-72.9547,8.0,POINT (-72.9547 -43.7717)
1240,PUERTO PUYUHUAPI,-44.3228,-72.5597,11.0,POINT (-72.55970000000001 -44.3228)
687,Siegel,34.525449,-70.88758399999999,,POINT (-70.88758399999999 34.525449)
841,La Copa,-27.345439000000002,-70.62200899999999,187.0,POINT (-70.62200899999999 -27.345439)
530,Andacollo,-30.249709999999997,-71.06643000000001,1292.0,POINT (-71.06643000000001 -30.24971)
26,Captacion de Codelco en Inacaliri,-22.035437500725497,-68.0716823224048,3987.0,POINT (-68.0716823224048 -22.0354375007255)
671,El Colorado,-33.35,-70.29361111,2744.0,POINT (-70.29361111 -33.35)
322,Río Cruces Ante Bocatoma Celco,-39.5575,-72.8875,41.0,POINT (-72.8875 -39.5575)
210,Cn Maule N Alto P Nevado,-35.7147,-71.1806,667.0,POINT (-71.1806 -35.7147)
370,Baker bajo Ñadis,-47.5,-72.975,60.0,POINT (-72.97499999999999 -47.5)
40,Canal Chunchurri Bajo,-22.483611111111113,-68.92888888888889,2249.0,POINT (-68.92888888888889 -22.48361111111111)
198,Estero Las Garzas,-35.7525,-71.0025,618.0,POINT (-71.0025 -35.7525)
557,La Laguna,-30.202890000000004,-70.03718,3220.0,POINT (-70.03718000000001 -30.20289)
737,Termas de Chillán,-36.90361111,-71.41,1719.0,POINT (-71.41 -36.90361111)
754,Toconao,-23.18611111,-68.00555556,2490.0,POINT (-68.00555556 -23.18611111)
131,Río Colorado antes Junta Río Maipo,-33.5875,-70.3669,962.0,POINT (-70.3669 -33.5875)
285,Cn Collao,-37.3022,-71.6467,609.0,POINT (-71.6467 -37.3022)
830,Cachiyuyo,-29.0572,-70.90517,951.0,POINT (-70.90517 -29.0572)
840,Vallenar,-28.526305556,-70.943083333,226.0,POINT (-70.943083333 -28.526305556)
180,Embalse Rapel El Muro,-34.03722222222222,-71.58555555555554,177.0,POINT (-71.58555555555554 -34.03722222222222)
256,Bío Bío Ang. Ralco1,-38.0369,-71.4781,788.0,POINT (-71.4781 -38.0369)
106,Río Blanco en Río Blanco,-32.9072,-70.2978,1445.0,POINT (-70.2978 -32.9072)
216,Cn Duao Zapata,-35.5892,-71.5358,196.0,POINT (-71.53579999999999 -35.5892)
673,Lo Prado Cerro San Francisco,-33.45805556,-70.94861111,1078.0,POINT (-70.94861111 -33.45805556)
36,Río Loa en Escorial,-22.4419,-68.8886,2336.0,POINT (-68.8886 -22.4419)
519,Quebrada Seca,-30.496129999999997,-71.49051,181.0,POINT (-71.49051 -30.49613)
661,Lo Pinto,-33.26805556,-70.73222222,512.0,POINT (-70.73222222 -33.26805556)
321,Cruces en Rucaco,-39.55,-72.9,38.0,POINT (-72.90000000000001 -39.55)
189,Río Mataquito A. Abajo Planta Celulosa Licancel,-34.988055555555555,-72.02083333333333,20.0,POINT (-72.02083333333333 -34.98805555555555)
248,Río Itata en Paso Hondo,-36.6261,-72.4892,16.0,POINT (-72.4892 -36.6261)
306,Estero Botrolhue en Labranza,-38.7639,-72.7542,77.0,POINT (-72.7542 -38.7639)
71,Portezuelo el Gaucho,-28.62638888888889,-70.04722222222222,4047.0,POINT (-70.04722222222222 -28.62638888888889)
541,Punta de Choros,-29.24594,-71.4687,0.0,POINT (-71.4687 -29.24594)
86,Quebrada Larga,-30.7253,-70.2917,3545.0,POINT (-70.29170000000001 -30.7253)
858,General Freire,-34.96638889,-71.21666667,229.0,POINT (-71.21666667 -34.96638889)
388,Río las Chinas antes Desague Del Toro,-51.25,-72.5167,108.0,POINT (-72.5167 -51.25)
538,Islote Pájaros,-29.5851,-71.5375,40.0,POINT (-71.53749999999999 -29.5851)
213,Cn Rest S2,-35.6175,-71.5389,205.0,POINT (-71.5389 -35.6175)
24,Captacion de Fcab en Siloli,-22.0271026819169,-68.0408492136483,4199.0,POINT (-68.0408492136483 -22.0271026819169)
323,Río Cruces en San Luis de Alba,-39.60833333333333,-73.1527777777778,8.0,POINT (-73.1527777777778 -39.60833333333333)
225,Nevado Longavi,-36.23416666666667,-71.14333333333335,1975.0,POINT (-71.14333333333335 -36.23416666666667)
67,Río Copiapo en Lautaro,-27.9747,-69.9978,1150.0,POINT (-69.9978 -27.9747)
219,Canal Alimentador Digua,-36.2361,-71.5325,388.0,POINT (-71.5325 -36.2361)
550,Coquimbo,-30.0,-71.4,131.0,POINT (-71.40000000000001 -30)
408,Río Tres Brazos antes Bt. Sendos,-53.2789,-70.9789,83.0,POINT (-70.9789 -53.2789)
535,Gabriela Mistral,-29.97852,-71.08039000000001,198.0,POINT (-71.08039000000001 -29.97852)
197,Canal Ad. Maule C. Pehuenche,-35.7961,-70.9953,657.0,POINT (-70.9953 -35.7961)
398,Río Serrano en Desague Lago Del Toro,-51.2,-72.9333,24.0,POINT (-72.9333 -51.2)
208,Cn Evac. C Pehuenche,-35.7275,-71.1667,439.0,POINT (-71.16670000000001 -35.7275)
283,Cn Abanico Km 049,-37.3344,-71.5336,740.0,POINT (-71.53360000000001 -37.3344)
270,Río Mulchen en Mulchen,-37.7167,-72.25,135.0,POINT (-72.25 -37.7167)
108,Río Blanco antes Junta Río de los Leones,-32.98,-70.2547,2373.0,POINT (-70.2547 -32.98)
311,Río Tolten en Villarica,-39.2667,-72.2333,260.0,POINT (-72.2333 -39.2667)
372,Rio Mayer Desembocadura,-48.4833,-72.6,292.0,POINT (-72.59999999999999 -48.4833)
360,Río Ibanez antes Junta Cajon,-46.0861,-72.5819,352.0,POINT (-72.5819 -46.0861)
369,Baker en Colonia,-47.35,-72.85,355.0,POINT (-72.84999999999999 -47.35)
166,Estadio Peumo,-34.39527777777778,-71.16222222222223,186.0,POINT (-71.16222222222223 -34.39527777777778)
107,Blanco en Bt. C. Aconcagua,-32.975,-70.26277777777777,2039.0,POINT (-70.26277777777777 -32.975)
42,Captacion Sqm Maria Elena,-22.349859216848998,-69.5661996665693,1183.0,POINT (-69.5661996665693 -22.349859216849)
34,Captaciones Codelco en Salado-hojalar,-22.281545906776902,-68.2353060926223,3140.0,POINT (-68.2353060926223 -22.2815459067769)
672,San Pablo - DASA,-33.44222222,-70.74666667,488.0,POINT (-70.74666667 -33.44222222)
532,Rivadavia,-29.96185,-70.53888,897.0,POINT (-70.53888000000001 -29.96185)
518,Algarrobo Bajo,-30.633099833000003,-71.451409833,80.0,POINT (-71.451409833 -30.633099833)
195,Laguna Invernada,-35.725,-70.775,1297.0,POINT (-70.77500000000001 -35.725)
556,Vicuña,-30.038320000000002,-70.69655,631.0,POINT (-70.69655 -30.03832)
192,Río Maule en Desague Laguna Del Maule,-36.0114,-70.5547,2171.0,POINT (-70.5547 -36.0114)
252,Río Andalien en Puente Trinitarias,-36.7988453799826,-72.9516848929346,30.0,POINT (-72.95168489293459 -36.7988453799826)
144,Apr Colina las Canteras,-33.28972222222222,-76.69638888888889,,POINT (-76.69638888888889 -33.28972222222222)
656,El Paico,-33.70638889,-71.00805556,275.0,POINT (-71.00805556 -33.70638889)
829,Punta Lobos,-28.29765,-71.17817,27.0,POINT (-71.17816999999999 -28.29765)
231,Cn Rest S1,-35.7428,-71.4217,217.0,POINT (-71.4217 -35.7428)
356,Río Blanco antes Junta Río Aysen,-45.4,-72.6,12.0,POINT (-72.59999999999999 -45.4)
525,Quilimari,-32.119098,-71.46000500000001,27.0,POINT (-71.46000500000001 -32.119098)
178,Tinguiririca Los Olmos,-34.4922,-71.3731,144.0,POINT (-71.37309999999999 -34.4922)
33,Capatacion de Aguas Antofagasta en Toconce,-22.2632178816383,-68.172798065897,3299.0,POINT (-68.172798065897 -22.2632178816383)
258,Pangue en Captación,-37.8986,-71.5806,619.0,POINT (-71.5806 -37.8986)
200,Cn Melado en los Hierros,-35.85,-71.0667,810.0,POINT (-71.0667 -35.85)
41,Río San Salvador en Nacimiento,-22.447222222222226,-68.96055555555556,2232.0,POINT (-68.96055555555556 -22.44722222222223)
236,Q Colorado Ds Lag Temos,-35.6475,-71.2797,399.0,POINT (-71.27970000000001 -35.6475)
504,Huentelauquen,-31.5885,-71.509833,28.0,POINT (-71.509833 -31.5885)
275,Cn Alto Polcura,-37.2058,-71.2297,1477.0,POINT (-71.22969999999999 -37.2058)
628,Villa O\Higgins subcomisaría,-48.47138889,-72.56027778,273.0,POINT (-72.56027778000001 -48.47138889)
247,Río Itata en Balsa Nueva Aldea,-36.65,-72.45,43.0,POINT (-72.45 -36.65)
172,Canal Teno en Km. 13.465,-34.8142,-71.0997,291.0,POINT (-71.0997 -34.8142)
202,Embalse Melado,-35.76138888888889,-71.09194444444444,657.0,POINT (-71.09194444444444 -35.76138888888889)
39,Captacion de Sqm Pedro de Valdivia,-22.447641319577304,-69.4442522264188,1272.0,POINT (-69.4442522264188 -22.4476413195773)
13,San José Ausipar,-18.5844,-69.8114,1314.0,POINT (-69.81140000000001 -18.5844)
269,Estero Paillihue en Ex Longitudinal Sur,-37.4728,-72.3244,158.0,POINT (-72.3244 -37.4728)
314,Río Voipir en Puente Voipir,-39.34,-72.22388888888891,305.0,POINT (-72.22388888888891 -39.34)
129,Glaciar Olivares Gamma,-33.1525,-70.15083333333334,3642.0,POINT (-70.15083333333334 -33.1525)
74,Ne-7 Río Blanco Ante Junta Río Chollay,-29.13333333333333,-70.13611111111112,2335.0,POINT (-70.13611111111112 -29.13333333333333)
154,Cortaderal Cachapoal,-34.3669,-70.3258,1229.0,POINT (-70.3258 -34.3669)
537,La Serena,-29.915020000000002,-71.24221,93.0,POINT (-71.24221 -29.91502)
348,Río Palena Bajo Junta Rosselot,-43.8189,-72.3833,329.0,POINT (-72.38330000000001 -43.8189)
827,Visviri tenencia,-17.595,-69.4775,4080.0,POINT (-69.47750000000001 -17.595)
286,Cn Mirrihue,-37.3256,-71.6489,565.0,POINT (-71.6489 -37.3256)
540,Punta Colorada,-29.35411,-71.03286,380.0,POINT (-71.03286 -29.35411)
350,Río Cisnes antes Junta Río Moro,-44.6592,-71.8083,488.0,POINT (-71.8083 -44.6592)
384,Lago Nordenskjoltd,-51.038055555555545,-72.93694444444445,65.0,POINT (-72.93694444444445 -51.03805555555554)
211,Maule Longitudinal,-35.5575,-71.7067,94.0,POINT (-71.7067 -35.5575)
175,Asentamiento la Puerta,-34.60944444444445,-71.38083333333333,164.0,POINT (-71.38083333333333 -34.60944444444445)
25,Captacion de Codelco en Colana,-21.943770838253897,-68.1725181243581,4091.0,POINT (-68.17251812435811 -21.9437708382539)
282,Río Polcura  A. Desc. Central el Toro,-37.3333,-71.5336,752.0,POINT (-71.53360000000001 -37.3333)
177,El Huape en Cunaco,-34.6581,-71.3019,182.0,POINT (-71.3019 -34.6581)
179,Embalse Rapel  LLallauquen,-34.22888888888889,-71.45222222222222,108.0,POINT (-71.45222222222222 -34.22888888888889)
544,Las Cañas 2,-31.7358,-71.21935,363.0,POINT (-71.21935000000001 -31.7358)
215,Cn San Clemente,-35.5822,-71.5306,196.0,POINT (-71.53060000000001 -35.5822)
394,Río Grey antes Junta Serrano,-51.1833,-73.0167,29.0,POINT (-73.0167 -51.1833)
266,Embalse Central Angostura,-37.7131,-71.8172,284.0,POINT (-71.8172 -37.7131)
167,Termas del Flaco,-34.891666666666666,-70.32972222222223,2663.0,POINT (-70.32972222222223 -34.89166666666667)
505,Mincha Sur,-31.59,-71.42,61.0,POINT (-71.42 -31.59)
280,Volcan Chillan,-36.89361111111111,-71.41194444444444,2071.0,POINT (-71.41194444444444 -36.89361111111111)
90,El Soldado,-32.0067,-70.3214,3291.0,POINT (-70.3214 -32.0067)
551,Pan de Azúcar [INIA],-30.066670000000002,-71.23333000000001,137.0,POINT (-71.23333000000001 -30.06667)
502,Laguna Hurtado,-30.511020000000002,-70.4467,2527.0,POINT (-70.44670000000001 -30.51102)
284,Cn Zañartu dp. B Laja,-37.3036,-71.6378,734.0,POINT (-71.6378 -37.3036)
363,Rio Baker Desague Lago Bertrand,-47.0667,-72.8,212.0,POINT (-72.8 -47.0667)
113,Pozo Martinez,-32.77694444444445,-70.71472222222222,676.0,POINT (-70.71472222222222 -32.77694444444445)
546,Tongoy Balsa CMET,-30.275140000000004,-71.56114000000001,0.0,POINT (-71.56114000000001 -30.27514)
309,Río Trancura en Curarrehue,-39.36,-71.5808,399.0,POINT (-71.5808 -39.36)
9,Río Lluta en Panamericana,-18.4,-70.3,54.0,POINT (-70.3 -18.4)
228,Canal Maitenes en Bocatoma,-36.0733,-71.6972,189.0,POINT (-71.6972 -36.0733)
199,Maule b Bt. Maule C. Pehuenche,-35.7728,-71.0019,621.0,POINT (-71.00190000000001 -35.7728)
191,Laguna del Maule,-36.025,-70.55,2286.0,POINT (-70.55 -36.025)
337,Río Chico Ante Río Chamiza,-41.4392,-72.8183,16.0,POINT (-72.81829999999999 -41.4392)
207,Cn Maule Norte en Aforador,-35.7039,-71.1161,696.0,POINT (-71.1161 -35.7039)
212,Cn Maule S en Aforador,-35.6389,-71.3839,307.0,POINT (-71.3839 -35.6389)
